season,match_id,venue,city,innings_id,fullName,overs,maidens,conceded,wickets,dots,foursConceded,sixesConceded,wides,noballs
2023,1359489,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,2,Wayne Parnell,4,0,41,3,6,5,1,3,0
2023,1359489,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,2,Harshal Patel,4,0,48,2,5,4,3,0,0
2023,1359489,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,2,Karn Sharma,3,0,48,1,5,3,5,1,0
2023,1359489,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,2,Shahbaz Ahmed,1,0,15,0,1,0,2,0,0
2023,1359490,"Arun Jaitley Stadium, Delhi",Delhi,1,Jason Behrendorff,3,0,23,3,8,1,2,0,0
2023,1359490,"Arun Jaitley Stadium, Delhi",Delhi,1,Arshad Khan,1,0,12,0,1,2,0,1,0
2023,1359490,"Arun Jaitley Stadium, Delhi",Delhi,1,Cameron Green,3,0,30,0,4,5,0,1,0
2023,1359490,"Arun Jaitley Stadium, Delhi",Delhi,1,Hrithik Shokeen,4,0,43,1,10,4,2,1,1
2023,1359490,"Arun Jaitley Stadium, Delhi",Delhi,1,Riley Meredith,3.4,0,34,2,10,5,1,0,1
2023,1359490,"Arun Jaitley Stadium, Delhi",Delhi,1,Piyush Chawla,4,0,22,3,9,2,0,0,0
2023,1359490,"Arun Jaitley Stadium, Delhi",Delhi,1,Tilak Varma,1,0,7,0,3,1,0,1,0
2023,1359490,"Arun Jaitley Stadium, Delhi",Delhi,2,Mukesh Kumar,2,0,30,2,6,3,3,0,0
2023,1359490,"Arun Jaitley Stadium, Delhi",Delhi,2,Mustafizur Rahman,4,0,38,1,11,5,2,0,0
2023,1359490,"Arun Jaitley Stadium, Delhi",Delhi,2,Anrich Nortje,4,0,35,0,8,2,2,0,0
2023,1359490,"Arun Jaitley Stadium, Delhi",Delhi,2,Lalit Yadav,4,0,23,0,10,1,1,1,0
2023,1359490,"Arun Jaitley Stadium, Delhi",Delhi,2,Axar Patel,4,0,20,0,12,2,0,1,0
2023,1359490,"Arun Jaitley Stadium, Delhi",Delhi,2,Kuldeep Yadav,2,0,23,0,2,1,2,0,0
2023,1359491,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,Akash Singh,4,0,40,2,7,2,3,1,0
2023,1359491,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,Tushar Deshpande,4,0,37,2,7,4,1,1,0
2023,1359491,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,Maheesh Theekshana,4,0,42,0,4,5,1,0,0
2023,1359491,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,Ravindra Jadeja,4,0,21,2,11,0,0,3,0
2023,1359491,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,Moeen Ali,2,0,21,1,3,0,2,0,0
2023,1359491,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,Sisanda Magala,2,0,14,0,2,0,0,1,0
